album,end_date,music,rank,singer,start_date,week_num,year
Dynamite,2022.09.10,Dynamite,88,방탄소년단,2022.09.04,37,2022
IM NAYEON,2022.08.27,POP!,96,나연 (TWICE),2022.08.21,35,2022
Candy - Winter Special Mini Album,2022.09.17,문 (Moon),87,NCT DREAM,2022.09.11,38,2022
CHECKMATE,2022.09.24,SNEAKERS,82,ITZY (있지),2022.09.18,39,2022
Under The Influence: Holiday Edition,2022.10.01,Text Me Merry Christmas (Feat. Kristen Bell),80,Straight No Chaser,2022.09.25,40,2022
Candy - Winter Special Mini Album,2022.10.08,Tangerine Love (Favorite),73,NCT DREAM,2022.10.02,41,2022
FOREVER 1 - The 7th Album,2022.10.22,FOREVER 1,72,소녀시대,2022.10.16,43,2022
미련을 말하는,2022.10.29,새벽에 걸려온 너의 전화는,69,한동근,2022.10.23,44,2022
흩어지지 않게,2022.10.15,흩어지지 않게,74,엠씨더맥스 (M.C the MAX),2022.10.09,42,2022
Wrapped In Red (Deluxe Edition),2022.11.12,Underneath The Tree,65,Kelly Clarkson,2022.11.06,46,2022
Stay,2022.11.19,Stay,64,"The Kid LAROI, Justin Bieber",2022.11.13,47,2022
정이라고 하자,2022.03.05,정이라고 하자 (Feat. 10CM),45,BIG Naughty (서동현),2022.02.27,10,2022
밤하늘의 별을(2020),2022.11.05,밤하늘의 별을(2020),66,경서,2022.10.30,45,2022
FIVE SENSES,2022.03.19,자격지심 (Feat. ZICO),42,BE`O (비오),2022.03.13,12,2022
그대를 알고,2022.03.12,그대를 알고,43,송하예,2022.03.06,11,2022
I NEVER DIE,2022.03.26,TOMBOY,41,(여자)아이들,2022.03.20,13,2022
내가 아니라도,2022.04.02,내가 아니라도,39,주호,2022.03.27,14,2022
NewJeans 1st EP `New Jeans`,2022.04.16,Cookie,35,NewJeans,2022.04.10,16,2022
WSG워너비 1집,2022.04.23,그때 그 순간 그대로 (그그그),34,WSG워너비 (가야G),2022.04.17,17,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.04.09,사랑인가 봐,37,멜로망스(Melomance),2022.04.03,15,2022
해요 (2022),2022.05.07,해요 (2022),31,#안녕,2022.05.01,19,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.05.14,첫 눈,29,EXO,2022.05.08,20,2022
쇼미더머니 11 Episode 3,2022.04.30,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",33,KHAN,2022.04.24,18,2022
Jelly Christmas 2012 Heart Project,2022.05.28,크리스마스니까,26,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",2022.05.22,22,2022
BORN PINK,2022.05.21,Shut Down,27,BLACKPINK,2022.05.15,21,2022
별에서 온 그대 OST Part 7,2022.06.04,너의 모든 순간,25,성시경,2022.05.29,23,2022
Polaroid,2022.06.18,Polaroid,21,임영웅,2022.06.12,25,2022
Real,2022.06.25,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.06.19,26,2022
Christmas Kisses,2022.06.11,Last Christmas,23,Ariana Grande,2022.06.05,24,2022
Polaroid,2022.07.02,London Boy,19,임영웅,2022.06.26,27,2022
쇼미더머니 11 Episode 3,2022.07.16,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.07.10,29,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.23,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.07.17,30,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.07.30,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.07.24,31,2022
Santa Tell Me,2022.11.26,Santa Tell Me,13,Ariana Grande,2022.11.20,48,2022
I love,2022.12.03,Nxde,12,(여자)아이들,2022.11.27,49,2022
Monologue,2022.07.09,Monologue,18,테이 (Tei),2022.07.03,28,2022
NewJeans 1st EP `New Jeans`,2022.12.10,Attention,11,NewJeans,2022.12.04,50,2022
쇼미더머니 11 Episode 1,2022.12.24,마이웨이 (MY WAY) (Prod. R.Tee),9,"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",2022.12.18,52,2022
Snowman,2022.12.17,Snowman,10,Sia,2022.12.11,51,2022
IM NAYEON,2022.09.03,POP!,96,나연 (TWICE),2022.08.28,36,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2022.09.10,Feel My Rhythm,89,레드벨벳(Red Velvet),2022.09.04,37,2022
쇼미더머니 11 Episode 3,2022.08.27,"BINGO (Feat. meenoi, 죠지) (Prod. by Slom)",97,잠비노 (Jambino),2022.08.21,35,2022
Dynamite,2022.09.17,Dynamite,88,방탄소년단,2022.09.11,38,2022
Candy - Winter Special Mini Album,2022.09.24,발자국 (Walk With You),83,NCT DREAM,2022.09.18,39,2022
CHARLIE,2022.10.01,I Don`t Think That I Like Her,81,Charlie Puth,2022.09.25,40,2022
흩어지지 않게,2022.10.08,흩어지지 않게,74,엠씨더맥스 (M.C the MAX),2022.10.02,41,2022
Candy - Winter Special Mini Album,2022.10.22,Tangerine Love (Favorite),73,NCT DREAM,2022.10.16,43,2022
Girls - The 2nd Mini Album,2022.10.29,도깨비불 (Illusion),70,aespa,2022.10.23,44,2022
IM HERO,2022.10.15,다시 만날 수 있을까,75,임영웅,2022.10.09,42,2022
밤하늘의 별을(2020),2022.11.12,밤하늘의 별을(2020),66,경서,2022.11.06,46,2022
Wrapped In Red (Deluxe Edition),2022.11.19,Underneath The Tree,65,Kelly Clarkson,2022.11.13,47,2022
5.3,2022.03.05,그라데이션,46,10cm,2022.02.27,10,2022
PROTOTYPE RESEARCH #0063,2022.11.05,내 기쁨은 너가 벤틀리를 끄는 거야,67,김승민,2022.10.30,45,2022
그대를 알고,2022.03.19,그대를 알고,43,송하예,2022.03.13,12,2022
나의 X에게,2022.03.12,나의 X에게,44,경서,2022.03.06,11,2022
FIVE SENSES,2022.03.26,자격지심 (Feat. ZICO),42,BE`O (비오),2022.03.20,13,2022
쇼미더머니 11 Episode 1,2022.04.02,위하여 (We Higher) (Prod. GroovyRoom),40,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.03.27,14,2022
딱 10CM만,2022.04.16,딱 10CM만,36,"10cm, BIG Naughty (서동현)",2022.04.10,16,2022
NewJeans 1st EP `New Jeans`,2022.04.23,Cookie,35,NewJeans,2022.04.17,17,2022
FEARLESS,2022.04.09,FEARLESS,38,LE SSERAFIM (르세라핌),2022.04.03,15,2022
잘가요,2022.05.07,잘가요,32,주호,2022.05.01,19,2022
Pink Venom,2022.05.14,Pink Venom,30,BLACKPINK,2022.05.08,20,2022
WSG워너비 1집,2022.04.30,그때 그 순간 그대로 (그그그),34,WSG워너비 (가야G),2022.04.24,18,2022
BORN PINK,2022.05.28,Shut Down,27,BLACKPINK,2022.05.22,22,2022
신사와 아가씨 OST Part.2,2022.05.21,사랑은 늘 도망가,28,임영웅,2022.05.15,21,2022
Jelly Christmas 2012 Heart Project,2022.06.04,크리스마스니까,26,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",2022.05.29,23,2022
MOVE AGAIN,2022.06.18,WHEN I MOVE,22,카라 (KARA),2022.06.12,25,2022
Polaroid,2022.06.25,Polaroid,21,임영웅,2022.06.19,26,2022
Rush Hour,2022.06.11,Rush Hour (Feat. j-hope of BTS),24,크러쉬 (CRUSH),2022.06.05,24,2022
Real,2022.07.02,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.06.26,27,2022
Monologue,2022.07.16,Monologue,18,테이 (Tei),2022.07.10,29,2022
LOVE DIVE,2022.07.23,LOVE DIVE,16,IVE (아이브),2022.07.17,30,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.07.30,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.07.24,31,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.11.26,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.11.20,48,2022
Santa Tell Me,2022.12.03,Santa Tell Me,13,Ariana Grande,2022.11.27,49,2022
Polaroid,2022.07.09,London Boy,19,임영웅,2022.07.03,28,2022
I love,2022.12.10,Nxde,12,(여자)아이들,2022.12.04,50,2022
Snowman,2022.12.24,Snowman,10,Sia,2022.12.18,52,2022
NewJeans 1st EP `New Jeans`,2022.12.17,Attention,11,NewJeans,2022.12.11,51,2022
쇼미더머니 11 Episode 3,2022.09.03,"BINGO (Feat. meenoi, 죠지) (Prod. by Slom)",97,잠비노 (Jambino),2022.08.28,36,2022
스티커 사진,2022.09.10,스티커 사진,90,21학번,2022.09.04,37,2022
Takin` It Back,2022.08.27,Made You Look,98,Meghan Trainor,2022.08.21,35,2022
`The ReVe Festival 2022 - Feel My Rhythm`,2022.09.17,Feel My Rhythm,89,레드벨벳(Red Velvet),2022.09.11,38,2022
봄여름가을겨울 (Still Life),2022.09.24,봄여름가을겨울 (Still Life),84,BIGBANG (빅뱅),2022.09.18,39,2022
CHECKMATE,2022.10.01,SNEAKERS,82,ITZY (있지),2022.09.25,40,2022
IM HERO,2022.10.08,다시 만날 수 있을까,75,임영웅,2022.10.02,41,2022
흩어지지 않게,2022.10.22,흩어지지 않게,74,엠씨더맥스 (M.C the MAX),2022.10.16,43,2022
SG워너비 ＆ 브라운 아이드 걸스,2022.10.29,Must Have Love,71,"SG워너비, 브라운 아이드 걸스",2022.10.23,44,2022
쇼미더머니 11 Episode 2,2022.10.15,"Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",76,노윤하,2022.10.09,42,2022
PROTOTYPE RESEARCH #0063,2022.11.12,내 기쁨은 너가 벤틀리를 끄는 거야,67,김승민,2022.11.06,46,2022
밤하늘의 별을(2020),2022.11.19,밤하늘의 별을(2020),66,경서,2022.11.13,47,2022
Make It To Christmas,2022.03.05,Make It To Christmas,47,Alessia Cara,2022.02.27,10,2022
쇼미더머니 11 Episode 1,2022.11.05,WE (Feat. 박재범) (Prod. by Slom),68,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.10.30,45,2022
나의 X에게,2022.03.19,나의 X에게,44,경서,2022.03.13,12,2022
정이라고 하자,2022.03.12,정이라고 하자 (Feat. 10CM),45,BIG Naughty (서동현),2022.03.06,11,2022
그대를 알고,2022.03.26,그대를 알고,43,송하예,2022.03.20,13,2022
I NEVER DIE,2022.04.02,TOMBOY,41,(여자)아이들,2022.03.27,14,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.04.16,사랑인가 봐,37,멜로망스(Melomance),2022.04.10,16,2022
딱 10CM만,2022.04.23,딱 10CM만,36,"10cm, BIG Naughty (서동현)",2022.04.17,17,2022
내가 아니라도,2022.04.09,내가 아니라도,39,주호,2022.04.03,15,2022
쇼미더머니 11 Episode 3,2022.05.07,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",33,KHAN,2022.05.01,19,2022
해요 (2022),2022.05.14,해요 (2022),31,#안녕,2022.05.08,20,2022
NewJeans 1st EP `New Jeans`,2022.04.30,Cookie,35,NewJeans,2022.04.24,18,2022
신사와 아가씨 OST Part.2,2022.05.28,사랑은 늘 도망가,28,임영웅,2022.05.22,22,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.05.21,첫 눈,29,EXO,2022.05.15,21,2022
BORN PINK,2022.06.04,Shut Down,27,BLACKPINK,2022.05.29,23,2022
Christmas Kisses,2022.06.18,Last Christmas,23,Ariana Grande,2022.06.12,25,2022
MOVE AGAIN,2022.06.25,WHEN I MOVE,22,카라 (KARA),2022.06.19,26,2022
별에서 온 그대 OST Part 7,2022.06.11,너의 모든 순간,25,성시경,2022.06.05,24,2022
Polaroid,2022.07.02,Polaroid,21,임영웅,2022.06.26,27,2022
Polaroid,2022.07.16,London Boy,19,임영웅,2022.07.10,29,2022
쇼미더머니 11 Episode 3,2022.07.23,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.07.17,30,2022
LOVE DIVE,2022.07.30,LOVE DIVE,16,IVE (아이브),2022.07.24,31,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.11.26,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.11.20,48,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.12.03,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.11.27,49,2022
Real,2022.07.09,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.07.03,28,2022
Santa Tell Me,2022.12.10,Santa Tell Me,13,Ariana Grande,2022.12.04,50,2022
NewJeans 1st EP `New Jeans`,2022.12.24,Attention,11,NewJeans,2022.12.18,52,2022
I love,2022.12.17,Nxde,12,(여자)아이들,2022.12.11,51,2022
Takin` It Back,2022.09.03,Made You Look,98,Meghan Trainor,2022.08.28,36,2022
조각집,2022.09.10,드라마,91,아이유 (IU),2022.09.04,37,2022
Unholy,2022.08.27,Unholy,99,"Sam Smith, Kim Petras",2022.08.21,35,2022
스티커 사진,2022.09.17,스티커 사진,90,21학번,2022.09.11,38,2022
내일은 미스터트롯 우승자 특전곡,2022.09.24,이제 나만 믿어요,85,임영웅,2022.09.18,39,2022
Candy - Winter Special Mini Album,2022.10.01,발자국 (Walk With You),83,NCT DREAM,2022.09.25,40,2022
쇼미더머니 11 Episode 2,2022.10.08,"Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",76,노윤하,2022.10.02,41,2022
IM HERO,2022.10.22,다시 만날 수 있을까,75,임영웅,2022.10.16,43,2022
FOREVER 1 - The 7th Album,2022.10.29,FOREVER 1,72,소녀시대,2022.10.23,44,2022
Seoul,2022.10.15,Love story,77,볼빨간사춘기,2022.10.09,42,2022
쇼미더머니 11 Episode 1,2022.11.12,WE (Feat. 박재범) (Prod. by Slom),68,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.11.06,46,2022
PROTOTYPE RESEARCH #0063,2022.11.19,내 기쁨은 너가 벤틀리를 끄는 거야,67,김승민,2022.11.13,47,2022
취중고백,2022.03.05,취중고백,48,김민석,2022.02.27,10,2022
미련을 말하는,2022.11.05,새벽에 걸려온 너의 전화는,69,한동근,2022.10.30,45,2022
정이라고 하자,2022.03.19,정이라고 하자 (Feat. 10CM),45,BIG Naughty (서동현),2022.03.13,12,2022
5.3,2022.03.12,그라데이션,46,10cm,2022.03.06,11,2022
나의 X에게,2022.03.26,나의 X에게,44,경서,2022.03.20,13,2022
FIVE SENSES,2022.04.02,자격지심 (Feat. ZICO),42,BE`O (비오),2022.03.27,14,2022
FEARLESS,2022.04.16,FEARLESS,38,LE SSERAFIM (르세라핌),2022.04.10,16,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.04.23,사랑인가 봐,37,멜로망스(Melomance),2022.04.17,17,2022
쇼미더머니 11 Episode 1,2022.04.09,위하여 (We Higher) (Prod. GroovyRoom),40,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.04.03,15,2022
WSG워너비 1집,2022.05.07,그때 그 순간 그대로 (그그그),34,WSG워너비 (가야G),2022.05.01,19,2022
잘가요,2022.05.14,잘가요,32,주호,2022.05.08,20,2022
딱 10CM만,2022.04.30,딱 10CM만,36,"10cm, BIG Naughty (서동현)",2022.04.24,18,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.05.28,첫 눈,29,EXO,2022.05.22,22,2022
Pink Venom,2022.05.21,Pink Venom,30,BLACKPINK,2022.05.15,21,2022
신사와 아가씨 OST Part.2,2022.06.04,사랑은 늘 도망가,28,임영웅,2022.05.29,23,2022
Rush Hour,2022.06.18,Rush Hour (Feat. j-hope of BTS),24,크러쉬 (CRUSH),2022.06.12,25,2022
Christmas Kisses,2022.06.25,Last Christmas,23,Ariana Grande,2022.06.19,26,2022
Jelly Christmas 2012 Heart Project,2022.06.11,크리스마스니까,26,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",2022.06.05,24,2022
MOVE AGAIN,2022.07.02,WHEN I MOVE,22,카라 (KARA),2022.06.26,27,2022
Real,2022.07.16,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.07.10,29,2022
Monologue,2022.07.23,Monologue,18,테이 (Tei),2022.07.17,30,2022
쇼미더머니 11 Episode 3,2022.07.30,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.07.24,31,2022
LOVE DIVE,2022.11.26,LOVE DIVE,16,IVE (아이브),2022.11.20,48,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.12.03,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.11.27,49,2022
Polaroid,2022.07.09,Polaroid,21,임영웅,2022.07.03,28,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.12.10,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.12.04,50,2022
I love,2022.12.24,Nxde,12,(여자)아이들,2022.12.18,52,2022
Santa Tell Me,2022.12.17,Santa Tell Me,13,Ariana Grande,2022.12.11,51,2022
Unholy,2022.09.03,Unholy,99,"Sam Smith, Kim Petras",2022.08.28,36,2022
Candy - Winter Special Mini Album,2022.09.10,입김 (Take My Breath),92,NCT DREAM,2022.09.04,37,2022
George Michael & Wham! Last Christmas : The Original Motion Picture Soundtrack,2022.08.27,Last Christmas,100,Wham!,2022.08.21,35,2022
조각집,2022.09.17,드라마,91,아이유 (IU),2022.09.11,38,2022
Christmas Without You,2022.09.24,Christmas Without You,86,Ava Max,2022.09.18,39,2022
봄여름가을겨울 (Still Life),2022.10.01,봄여름가을겨울 (Still Life),84,BIGBANG (빅뱅),2022.09.25,40,2022
Seoul,2022.10.08,Love story,77,볼빨간사춘기,2022.10.02,41,2022
쇼미더머니 11 Episode 2,2022.10.22,"Flick (Feat. BE`O (비오), 김하온 (HAON)) (Prod. GroovyRoom)",76,노윤하,2022.10.16,43,2022
Candy - Winter Special Mini Album,2022.10.29,Tangerine Love (Favorite),73,NCT DREAM,2022.10.23,44,2022
YOUNHA 6th Album `END THEORY`,2022.10.15,오르트구름,78,윤하,2022.10.09,42,2022
미련을 말하는,2022.11.12,새벽에 걸려온 너의 전화는,69,한동근,2022.11.06,46,2022
쇼미더머니 11 Episode 1,2022.11.19,WE (Feat. 박재범) (Prod. by Slom),68,"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",2022.11.13,47,2022
ELEVEN,2022.03.05,ELEVEN,49,IVE (아이브),2022.02.27,10,2022
Girls - The 2nd Mini Album,2022.11.05,도깨비불 (Illusion),70,aespa,2022.10.30,45,2022
5.3,2022.03.19,그라데이션,46,10cm,2022.03.13,12,2022
Make It To Christmas,2022.03.12,Make It To Christmas,47,Alessia Cara,2022.03.06,11,2022
정이라고 하자,2022.03.26,정이라고 하자 (Feat. 10CM),45,BIG Naughty (서동현),2022.03.20,13,2022
그대를 알고,2022.04.02,그대를 알고,43,송하예,2022.03.27,14,2022
내가 아니라도,2022.04.16,내가 아니라도,39,주호,2022.04.10,16,2022
FEARLESS,2022.04.23,FEARLESS,38,LE SSERAFIM (르세라핌),2022.04.17,17,2022
I NEVER DIE,2022.04.09,TOMBOY,41,(여자)아이들,2022.04.03,15,2022
NewJeans 1st EP `New Jeans`,2022.05.07,Cookie,35,NewJeans,2022.05.01,19,2022
쇼미더머니 11 Episode 3,2022.05.14,"나침반 (Feat. UNEDUCATED KID, 수퍼비 (SUPERBEE)) (Prod. R.Tee)",33,KHAN,2022.05.08,20,2022
사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.04.30,사랑인가 봐,37,멜로망스(Melomance),2022.04.24,18,2022
Pink Venom,2022.05.28,Pink Venom,30,BLACKPINK,2022.05.22,22,2022
해요 (2022),2022.05.21,해요 (2022),31,#안녕,2022.05.15,21,2022
겨울 스페셜 앨범 `12월의 기적 (Miracles In December)`,2022.06.04,첫 눈,29,EXO,2022.05.29,23,2022
별에서 온 그대 OST Part 7,2022.06.18,너의 모든 순간,25,성시경,2022.06.12,25,2022
Rush Hour,2022.06.25,Rush Hour (Feat. j-hope of BTS),24,크러쉬 (CRUSH),2022.06.19,26,2022
BORN PINK,2022.06.11,Shut Down,27,BLACKPINK,2022.06.05,24,2022
Christmas Kisses,2022.07.02,Last Christmas,23,Ariana Grande,2022.06.26,27,2022
Polaroid,2022.07.16,Polaroid,21,임영웅,2022.07.10,29,2022
Polaroid,2022.07.23,London Boy,19,임영웅,2022.07.17,30,2022
Monologue,2022.07.30,Monologue,18,테이 (Tei),2022.07.24,31,2022
쇼미더머니 11 Episode 3,2022.11.26,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.11.20,48,2022
LOVE DIVE,2022.12.03,LOVE DIVE,16,IVE (아이브),2022.11.27,49,2022
MOVE AGAIN,2022.07.09,WHEN I MOVE,22,카라 (KARA),2022.07.03,28,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.12.10,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.12.04,50,2022
Santa Tell Me,2022.12.24,Santa Tell Me,13,Ariana Grande,2022.12.18,52,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.12.17,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.12.11,51,2022
George Michael & Wham! Last Christmas : The Original Motion Picture Soundtrack,2022.09.03,Last Christmas,100,Wham!,2022.08.28,36,2022
사랑한다고 말해줘,2022.09.10,사랑한다고 말해줘,93,탑현,2022.09.04,37,2022
Candy - Winter Special Mini Album,2022.09.17,입김 (Take My Breath),92,NCT DREAM,2022.09.11,38,2022
Candy - Winter Special Mini Album,2022.09.24,문 (Moon),87,NCT DREAM,2022.09.18,39,2022
내일은 미스터트롯 우승자 특전곡,2022.10.01,이제 나만 믿어요,85,임영웅,2022.09.25,40,2022
YOUNHA 6th Album `END THEORY`,2022.10.08,오르트구름,78,윤하,2022.10.02,41,2022
Seoul,2022.10.22,Love story,77,볼빨간사춘기,2022.10.16,43,2022
흩어지지 않게,2022.10.29,흩어지지 않게,74,엠씨더맥스 (M.C the MAX),2022.10.23,44,2022
싸다9,2022.10.15,That That (prod. & feat. SUGA of BTS),79,싸이 (Psy),2022.10.09,42,2022
Girls - The 2nd Mini Album,2022.11.12,도깨비불 (Illusion),70,aespa,2022.11.06,46,2022
미련을 말하는,2022.11.19,새벽에 걸려온 너의 전화는,69,한동근,2022.11.13,47,2022
That`s Hilarious,2022.03.05,That`s Hilarious,50,Charlie Puth,2022.02.27,10,2022
SG워너비 ＆ 브라운 아이드 걸스,2022.11.05,Must Have Love,71,"SG워너비, 브라운 아이드 걸스",2022.10.30,45,2022
Make It To Christmas,2022.03.19,Make It To Christmas,47,Alessia Cara,2022.03.13,12,2022
취중고백,2022.03.12,취중고백,48,김민석,2022.03.06,11,2022
5.3,2022.03.26,그라데이션,46,10cm,2022.03.20,13,2022
나의 X에게,2022.04.02,나의 X에게,44,경서,2022.03.27,14,2022
쇼미더머니 11 Episode 1,2022.04.16,위하여 (We Higher) (Prod. GroovyRoom),40,"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",2022.04.10,16,2022
내가 아니라도,2022.04.23,내가 아니라도,39,주호,2022.04.17,17,2022
FIVE SENSES,2022.04.09,자격지심 (Feat. ZICO),42,BE`O (비오),2022.04.03,15,2022
딱 10CM만,2022.05.07,딱 10CM만,36,"10cm, BIG Naughty (서동현)",2022.05.01,19,2022
WSG워너비 1집,2022.05.14,그때 그 순간 그대로 (그그그),34,WSG워너비 (가야G),2022.05.08,20,2022
FEARLESS,2022.04.30,FEARLESS,38,LE SSERAFIM (르세라핌),2022.04.24,18,2022
해요 (2022),2022.05.28,해요 (2022),31,#안녕,2022.05.22,22,2022
잘가요,2022.05.21,잘가요,32,주호,2022.05.15,21,2022
Pink Venom,2022.06.04,Pink Venom,30,BLACKPINK,2022.05.29,23,2022
Jelly Christmas 2012 Heart Project,2022.06.18,크리스마스니까,26,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",2022.06.12,25,2022
별에서 온 그대 OST Part 7,2022.06.25,너의 모든 순간,25,성시경,2022.06.19,26,2022
신사와 아가씨 OST Part.2,2022.06.11,사랑은 늘 도망가,28,임영웅,2022.06.05,24,2022
Rush Hour,2022.07.02,Rush Hour (Feat. j-hope of BTS),24,크러쉬 (CRUSH),2022.06.26,27,2022
MOVE AGAIN,2022.07.16,WHEN I MOVE,22,카라 (KARA),2022.07.10,29,2022
Real,2022.07.23,미리 메리 크리스마스 (Feat. 천둥),20,아이유 (IU),2022.07.17,30,2022
Polaroid,2022.07.30,London Boy,19,임영웅,2022.07.24,31,2022
Monologue,2022.11.26,Monologue,18,테이 (Tei),2022.11.20,48,2022
쇼미더머니 11 Episode 3,2022.12.03,"눈 (EYE) (Feat. BIG Naughty, 저스디스 (JUSTHIS)) (Prod. R.Tee)",17,던말릭 (Don Malik),2022.11.27,49,2022
Christmas Kisses,2022.07.09,Last Christmas,23,Ariana Grande,2022.07.03,28,2022
LOVE DIVE,2022.12.10,LOVE DIVE,16,IVE (아이브),2022.12.04,50,2022
스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),2022.12.24,새삥 (Prod. ZICO) (Feat. 호미들),14,지코 (ZICO),2022.12.18,52,2022
Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],2022.12.17,Dreamers (Feat. FIFA Sound),15,"정국, 방탄소년단",2022.12.11,51,2022
쇼미더머니 11 Episode 3,2022.09.10,"Holiday (Feat. 릴보이 (lIlBOI), 기리보이) (Prod. GroovyRoom)",94,Blase (블라세),2022.09.04,37,2022
사랑한다고 말해줘,2022.09.17,사랑한다고 말해줘,93,탑현,2022.09.11,38,2022
Dynamite,2022.09.24,Dynamite,88,방탄소년단,2022.09.18,39,2022
Christmas Without You,2022.10.01,Christmas Without You,86,Ava Max,2022.09.25,40,2022
싸다9,2022.10.08,That That (prod. & feat. SUGA of BTS),79,싸이 (Psy),2022.10.02,41,2022
YOUNHA 6th Album `END THEORY`,2022.10.22,오르트구름,78,윤하,2022.10.16,43,2022
IM HERO,2022.10.29,다시 만날 수 있을까,75,임영웅,2022.10.23,44,2022
Under The Influence: Holiday Edition,2022.10.15,Text Me Merry Christmas (Feat. Kristen Bell),80,Straight No Chaser,2022.10.09,42,2022
SG워너비 ＆ 브라운 아이드 걸스,2022.11.12,Must Have Love,71,"SG워너비, 브라운 아이드 걸스",2022.11.06,46,2022
Girls - The 2nd Mini Album,2022.11.19,도깨비불 (Illusion),70,aespa,2022.11.13,47,2022
그 겨울이 잠든 거리에서 (경서예지 x 전건호),2022.03.05,그 겨울이 잠든 거리에서,51,"경서예지, 전건호",2022.02.27,10,2022
FOREVER 1 - The 7th Album,2022.11.05,FOREVER 1,72,소녀시대,2022.10.30,45,2022
취중고백,2022.03.19,취중고백,48,김민석,2022.03.13,12,2022
ELEVEN,2022.03.12,ELEVEN,49,IVE (아이브),2022.03.06,11,2022
