album,end_date,music,rank,singer,start_date,week_num,year
NEXT EPISODE,2021.04.10,Stupid love song (with Crush),40,AKMU (악뮤),2021.04.04,15,2021
Bad Habits,2021.04.17,Bad Habits,38,Ed Sheeran,2021.04.11,16,2021
최고의 사랑 OST Part 4,2021.04.24,내 손을 잡아,35,아이유 (IU),2021.04.18,17,2021
THE ALBUM,2021.04.03,Lovesick Girls,43,BLACKPINK,2021.03.28,14,2021
사이렌 Remix,2021.05.08,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",30,호미들,2021.05.02,19,2021
MSG워너비 TOP 8 경연곡,2021.05.15,상상더하기,27,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",2021.05.09,20,2021
NEXT EPISODE,2021.05.22,전쟁터 (with 이선희),24,AKMU (악뮤),2021.05.16,21,2021
안녕 (Hello) - Special Album,2021.05.29,안녕 (Hello),22,조이 (JOY),2021.05.23,22,2021
5th Album `LILAC`,2021.06.05,라일락,19,아이유 (IU),2021.05.30,23,2021
MSG워너비 1집,2021.06.12,나를 아는 사람,16,MSG워너비(정상동기),2021.06.06,24,2021
넌 좋은 사람,2021.05.01,넌 좋은 사람,32,SG 워너비,2021.04.25,18,2021
Justice,2021.06.26,"Peaches (Feat. Daniel Caesar, Giveon)",12,Justin Bieber,2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,11,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Taste of Love,2021.06.19,Alcohol-Free,14,TWICE,2021.06.13,25,2021
HAPPEN,2021.07.10,헤픈 우연,8,헤이즈 (Heize),2021.07.04,28,2021
Next Level,2021.07.24,Next Level,4,aespa,2021.07.18,30,2021
NEXT EPISODE,2021.07.31,낙하 (with 아이유),3,AKMU (악뮤),2021.07.25,31,2021
NEXT EPISODE,2021.08.07,낙하 (with 아이유),1,AKMU (악뮤),2021.08.01,32,2021
Butter / Permission to Dance,2021.07.17,Permission to Dance,6,방탄소년단,2021.07.11,29,2021
"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST",2021.03.06,"LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)",55,"양요섭, 정은지",2021.02.28,10,2021
잠이 오질 않네요,2021.03.13,잠이 오질 않네요,52,장범준,2021.03.07,11,2021
슬기로운 의사생활 시즌2 OST Special,2021.03.20,이젠 잊기로 해요 (Drama Ver.),49,미도와 파라솔,2021.03.14,12,2021
비가 오는 날엔 (2021),2021.03.27,비가 오는 날엔 (2021),47,헤이즈 (Heize),2021.03.21,13,2021
항해,2021.04.10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",41,AKMU (악뮤),2021.04.04,15,2021
밝게 빛나는 별이 되어 비춰줄게,2021.04.17,밝게 빛나는 별이 되어 비춰줄게,39,송이한,2021.04.11,16,2021
멜로디,2021.04.24,멜로디,36,ASH ISLAND,2021.04.18,17,2021
NEXT EPISODE,2021.04.03,째깍 째깍 째깍 (with Beenzino),44,AKMU (악뮤),2021.03.28,14,2021
Bad Habits,2021.05.08,Bad Habits,31,Ed Sheeran,2021.05.02,19,2021
사이렌 Remix,2021.05.15,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",28,호미들,2021.05.09,20,2021
We Ride,2021.05.22,운전만해 (We Ride),25,브레이브걸스 (Brave Girls),2021.05.16,21,2021
하루만 더,2021.05.29,하루만 더,23,빅마마 (BigMama),2021.05.23,22,2021
MSG워너비 1집,2021.06.05,나를 아는 사람,20,MSG워너비(정상동기),2021.05.30,23,2021
Dynamite,2021.06.12,Dynamite,17,방탄소년단,2021.06.06,24,2021
슬기로운 의사생활 시즌2 OST Part 6,2021.05.01,슈퍼스타,33,미도와 파라솔,2021.04.25,18,2021
Summer Queen,2021.06.26,치맛바람 (Chi Mat Ba Ram),13,브레이브걸스 (Brave Girls),2021.06.20,26,2021
Justice,2021.07.03,"Peaches (Feat. Daniel Caesar, Giveon)",12,Justin Bieber,2021.06.27,27,2021
Taste of Love,2021.06.19,Alcohol-Free,15,TWICE,2021.06.13,25,2021
HAPPEN,2021.07.10,헤픈 우연,9,헤이즈 (Heize),2021.07.04,28,2021
Next Level,2021.07.24,Next Level,5,aespa,2021.07.18,30,2021
SWITCH ON,2021.07.31,After Midnight,4,아스트로(ASTRO),2021.07.25,31,2021
MSG워너비 1집,2021.08.07,바라만 본다,2,MSG워너비(M.O.M),2021.08.01,32,2021
Weekend,2021.07.17,Weekend,7,태연 (TAEYEON),2021.07.11,29,2021
신호등,2021.08.14,신호등,1,이무진,2021.08.08,33,2021
잠이 오질 않네요,2021.03.06,잠이 오질 않네요,56,장범준,2021.02.28,10,2021
Love poem,2021.03.13,Blueming,53,아이유 (IU),2021.03.07,11,2021
MAP OF THE SOUL : PERSONA,2021.03.20,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),50,방탄소년단,2021.03.14,12,2021
넌 좋은 사람,2021.03.27,넌 좋은 사람,48,SG 워너비,2021.03.21,13,2021
멜로디,2021.04.10,멜로디,42,ASH ISLAND,2021.04.04,15,2021
슬기로운 의사생활 시즌2 OST Part 6,2021.04.17,슈퍼스타,40,미도와 파라솔,2021.04.11,16,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.04.24,다정히 내 이름을 부르면,37,"경서예지, 전건호",2021.04.18,17,2021
5th Album 'LILAC',2021.04.03,어푸 (Ah puh),45,아이유 (IU),2021.03.28,14,2021
Fresh Adventure,2021.05.08,상상더하기,32,라붐 (LABOUM),2021.05.02,19,2021
안녕 (Hello) - Special Album,2021.05.15,안녕 (Hello),29,조이 (JOY),2021.05.09,20,2021
하루만 더,2021.05.22,하루만 더,26,빅마마 (BigMama),2021.05.16,21,2021
Celebrity,2021.05.29,Celebrity,24,아이유 (IU),2021.05.23,22,2021
비가 오는 날엔 (2021),2021.06.05,비가 오는 날엔 (2021),21,헤이즈 (Heize),2021.05.30,23,2021
Taste of Love,2021.06.12,Alcohol-Free,18,TWICE,2021.06.06,24,2021
SG Wanna Be+,2021.05.01,Timeless,34,SG 워너비,2021.04.25,18,2021
Rollin`,2021.06.26,롤린 (Rollin`),14,브레이브걸스 (Brave Girls),2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,13,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Summer Queen,2021.06.19,치맛바람 (Chi Mat Ba Ram),16,브레이브걸스 (Brave Girls),2021.06.13,25,2021
Justice,2021.07.10,"Peaches (Feat. Daniel Caesar, Giveon)",10,Justin Bieber,2021.07.04,28,2021
Butter / Permission to Dance,2021.07.24,Permission to Dance,6,방탄소년단,2021.07.18,30,2021
Weekend,2021.07.31,Weekend,5,태연 (TAEYEON),2021.07.25,31,2021
MSG워너비 1집,2021.08.07,바라만 본다,3,MSG워너비(M.O.M),2021.08.01,32,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.17,좋아좋아,8,조정석,2021.07.11,29,2021
NEXT EPISODE,2021.08.14,낙하 (with 아이유),2,AKMU (악뮤),2021.08.08,33,2021
비 오는 날 듣기 좋은 노래,2021.03.06,비 오는 날 듣기 좋은 노래 (Feat. Colde),57,에픽하이 (EPIK HIGH),2021.02.28,10,2021
Justice,2021.03.13,Off My Face,54,Justin Bieber,2021.03.07,11,2021
My Friend,2021.03.20,라라라,51,SG 워너비,2021.03.14,12,2021
NONSTOP,2021.03.27,Dolphin,49,오마이걸 (OH MY GIRL),2021.03.21,13,2021
항해,2021.04.10,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",43,AKMU (악뮤),2021.04.04,15,2021
THE ALBUM,2021.04.17,Lovesick Girls,41,BLACKPINK,2021.04.11,16,2021
밤하늘의 별을(2020),2021.04.24,밤하늘의 별을(2020),38,경서,2021.04.18,17,2021
6분의1,2021.04.03,You can`t sit with us,46,선미,2021.03.28,14,2021
사이렌 Remix,2021.05.08,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",33,호미들,2021.05.02,19,2021
SUMMER POPUP ALBUM [POPPING],2021.05.15,여름 쏙 (Popping),30,온앤오프 (ONF),2021.05.09,20,2021
MSG워너비 1집,2021.05.22,나를 아는 사람,27,MSG워너비(정상동기),2021.05.16,21,2021
STAYDOM,2021.05.29,ASAP,25,STAYC(스테이씨),2021.05.23,22,2021
DUMB DUMB,2021.06.05,DUMB DUMB,22,전소미,2021.05.30,23,2021
5th Album `LILAC`,2021.06.12,라일락,19,아이유 (IU),2021.06.06,24,2021
MSG워너비 TOP 8 경연곡,2021.05.01,상상더하기,35,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",2021.04.25,18,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.06.26,비와 당신,15,이무진,2021.06.20,26,2021
Rollin`,2021.07.03,롤린 (Rollin`),14,브레이브걸스 (Brave Girls),2021.06.27,27,2021
Dynamite,2021.06.19,Dynamite,17,방탄소년단,2021.06.13,25,2021
6TH MINI ALBUM [THRILL-ING],2021.07.10,THRILL RIDE,11,더보이즈(THE BOYZ),2021.07.04,28,2021
Butter,2021.07.24,Butter,7,방탄소년단,2021.07.18,30,2021
Butter / Permission to Dance,2021.07.31,Permission to Dance,6,방탄소년단,2021.07.25,31,2021
Next Level,2021.08.07,Next Level,4,aespa,2021.08.01,32,2021
HAPPEN,2021.07.17,헤픈 우연,9,헤이즈 (Heize),2021.07.11,29,2021
신호등,2021.08.21,신호등,1,이무진,2021.08.15,34,2021
NEXT EPISODE,2021.08.14,낙하 (with 아이유),3,AKMU (악뮤),2021.08.08,33,2021
취기를 빌려 (취향저격 그녀 X 산들) OST,2021.03.06,취기를 빌려 (취향저격 그녀 X 산들),58,산들,2021.02.28,10,2021
My Friend,2021.03.13,라라라,55,SG 워너비,2021.03.07,11,2021
비 오는 날 듣기 좋은 노래,2021.03.20,비 오는 날 듣기 좋은 노래 (Feat. Colde),52,에픽하이 (EPIK HIGH),2021.03.14,12,2021
Justice,2021.03.27,Off My Face,50,Justin Bieber,2021.03.21,13,2021
밝게 빛나는 별이 되어 비춰줄게,2021.04.10,밝게 빛나는 별이 되어 비춰줄게,44,송이한,2021.04.04,15,2021
THE ALBUM,2021.04.17,Lovesick Girls,42,BLACKPINK,2021.04.11,16,2021
밤하늘의 별을(2020),2021.04.24,밤하늘의 별을(2020),39,경서,2021.04.18,17,2021
슬기로운 의사생활 시즌2 OST Special,2021.04.03,이젠 잊기로 해요 (Drama Ver.),47,미도와 파라솔,2021.03.28,14,2021
SG Wanna Be+,2021.05.08,Timeless,34,SG 워너비,2021.05.02,19,2021
Fresh Adventure,2021.05.15,상상더하기,31,라붐 (LABOUM),2021.05.09,20,2021
안녕 (Hello) - Special Album,2021.05.22,안녕 (Hello),28,조이 (JOY),2021.05.16,21,2021
하루만 더,2021.05.29,하루만 더,26,빅마마 (BigMama),2021.05.23,22,2021
비가 오는 날엔 (2021),2021.06.05,비가 오는 날엔 (2021),23,헤이즈 (Heize),2021.05.30,23,2021
5th Album `LILAC`,2021.06.12,라일락,20,아이유 (IU),2021.06.06,24,2021
MSG워너비 TOP 8 경연곡,2021.05.01,상상더하기,36,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",2021.04.25,18,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.06.26,비와 당신,16,이무진,2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,15,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Dynamite,2021.06.19,Dynamite,18,방탄소년단,2021.06.13,25,2021
OHAYO MY NIGHT,2021.07.10,OHAYO MY NIGHT,12,"디핵 (D-Hack), PATEKO(파테코)",2021.07.04,28,2021
Butter,2021.07.24,Butter,8,방탄소년단,2021.07.18,30,2021
Butter / Permission to Dance,2021.07.31,Permission to Dance,7,방탄소년단,2021.07.25,31,2021
Weekend,2021.08.07,Weekend,5,태연 (TAEYEON),2021.08.01,32,2021
Stay,2021.07.17,Stay,10,"The Kid LAROI, Justin Bieber",2021.07.11,29,2021
MSG워너비 1집,2021.08.21,바라만 본다,2,MSG워너비(M.O.M),2021.08.15,34,2021
Next Level,2021.08.14,Next Level,4,aespa,2021.08.08,33,2021
추억은 만남보다 이별에 남아,2021.03.06,추억은 만남보다 이별에 남아,59,정동하,2021.02.28,10,2021
넌 좋은 사람,2021.03.13,넌 좋은 사람,56,SG 워너비,2021.03.07,11,2021
잠이 오질 않네요,2021.03.20,잠이 오질 않네요,53,장범준,2021.03.14,12,2021
Love poem,2021.03.27,Blueming,51,아이유 (IU),2021.03.21,13,2021
멜로디,2021.04.10,멜로디,45,ASH ISLAND,2021.04.04,15,2021
슬기로운 의사생활 시즌2 OST Part 6,2021.04.17,슈퍼스타,43,미도와 파라솔,2021.04.11,16,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.04.24,Savage Love (Laxed - Siren Beat) (BTS Remix),40,"Jawsh 685, Jason Derulo, BTS",2021.04.18,17,2021
MAP OF THE SOUL : PERSONA,2021.04.03,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),48,방탄소년단,2021.03.28,14,2021
최고의 사랑 OST Part 4,2021.05.08,내 손을 잡아,35,아이유 (IU),2021.05.02,19,2021
사이렌 Remix,2021.05.15,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",32,호미들,2021.05.09,20,2021
MSG워너비 1집,2021.05.22,나를 아는 사람,29,MSG워너비(정상동기),2021.05.16,21,2021
STAYDOM,2021.05.29,ASAP,27,STAYC(스테이씨),2021.05.23,22,2021
Celebrity,2021.06.05,Celebrity,24,아이유 (IU),2021.05.30,23,2021
Summer Queen,2021.06.12,치맛바람 (Chi Mat Ba Ram),21,브레이브걸스 (Brave Girls),2021.06.06,24,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.05.01,가을 우체국 앞에서,37,김대명,2021.04.25,18,2021
Rollin`,2021.06.26,롤린 (Rollin`),17,브레이브걸스 (Brave Girls),2021.06.20,26,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.03,비와 당신,16,이무진,2021.06.27,27,2021
Bad Habits,2021.06.19,Bad Habits,19,Ed Sheeran,2021.06.13,25,2021
HAPPEN,2021.07.10,헤픈 우연,13,헤이즈 (Heize),2021.07.04,28,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.24,좋아좋아,9,조정석,2021.07.18,30,2021
Butter,2021.07.31,Butter,8,방탄소년단,2021.07.25,31,2021
Queendom - The 6th Mini Album,2021.08.07,Queendom,6,레드벨벳(Red Velvet),2021.08.01,32,2021
DUMB DUMB,2021.07.17,DUMB DUMB,11,전소미,2021.07.11,29,2021
NEXT EPISODE,2021.08.21,낙하 (with 아이유),3,AKMU (악뮤),2021.08.15,34,2021
신호등,2021.08.28,신호등,1,이무진,2021.08.22,35,2021
Next Level,2021.08.14,Next Level,5,aespa,2021.08.08,33,2021
에잇,2021.03.06,에잇 (Prod.&Feat. SUGA of BTS),60,아이유 (IU),2021.02.28,10,2021
NONSTOP,2021.03.13,Dolphin,57,오마이걸 (OH MY GIRL),2021.03.07,11,2021
MAP OF THE SOUL : PERSONA,2021.03.20,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),54,방탄소년단,2021.03.14,12,2021
Justice,2021.03.27,Off My Face,52,Justin Bieber,2021.03.21,13,2021
MSG워너비 TOP 8 경연곡,2021.04.10,상상더하기,46,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",2021.04.04,15,2021
THE ALBUM,2021.04.17,Lovesick Girls,44,BLACKPINK,2021.04.11,16,2021
밤하늘의 별을(2020),2021.04.24,밤하늘의 별을(2020),41,경서,2021.04.18,17,2021
슬기로운 의사생활 시즌2 OST Special,2021.04.03,이젠 잊기로 해요 (Drama Ver.),49,미도와 파라솔,2021.03.28,14,2021
슬기로운 의사생활 시즌2 OST Part 9,2021.05.08,회상,36,정경호,2021.05.02,19,2021
NOEASY,2021.05.15,소리꾼,33,Stray Kids (스트레이 키즈),2021.05.09,20,2021
편의점,2021.05.22,편의점,30,이찬원,2021.05.16,21,2021
안녕 (Hello) - Special Album,2021.05.29,안녕 (Hello),28,조이 (JOY),2021.05.23,22,2021
하루만 더,2021.06.05,하루만 더,25,빅마마 (BigMama),2021.05.30,23,2021
Celebrity,2021.06.12,Celebrity,22,아이유 (IU),2021.06.06,24,2021
SG Wanna Be+,2021.05.01,Timeless,38,SG 워너비,2021.04.25,18,2021
비가 오는 날엔 (2021),2021.06.26,비가 오는 날엔 (2021),18,헤이즈 (Heize),2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,17,오마이걸 (OH MY GIRL),2021.06.27,27,2021
Dynamite,2021.06.19,Dynamite,20,방탄소년단,2021.06.13,25,2021
Justice,2021.07.10,"Peaches (Feat. Daniel Caesar, Giveon)",14,Justin Bieber,2021.07.04,28,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.24,좋아좋아,10,조정석,2021.07.18,30,2021
DUMB DUMB,2021.07.31,DUMB DUMB,9,전소미,2021.07.25,31,2021
Weekend,2021.08.07,Weekend,7,태연 (TAEYEON),2021.08.01,32,2021
Butter,2021.07.17,Butter,12,방탄소년단,2021.07.11,29,2021
NEXT EPISODE,2021.08.21,낙하 (with 아이유),4,AKMU (악뮤),2021.08.15,34,2021
Stay,2021.08.28,Stay,2,"The Kid LAROI, Justin Bieber",2021.08.22,35,2021
Queendom - The 6th Mini Album,2021.08.14,Queendom,6,레드벨벳(Red Velvet),2021.08.08,33,2021
Stay,2021.09.04,Stay,1,"The Kid LAROI, Justin Bieber",2021.08.29,36,2021
에잇,2021.03.06,에잇 (Prod.&Feat. SUGA of BTS),61,아이유 (IU),2021.02.28,10,2021
잠이 오질 않네요,2021.03.13,잠이 오질 않네요,58,장범준,2021.03.07,11,2021
슬기로운 의사생활 시즌2 OST Part 6,2021.03.20,슈퍼스타,55,미도와 파라솔,2021.03.14,12,2021
5th Album 'LILAC',2021.03.27,어푸 (Ah puh),53,아이유 (IU),2021.03.21,13,2021
가까운 듯 먼 그대여,2021.04.10,가까운 듯 먼 그대여,47,카더가든,2021.04.04,15,2021
Justice,2021.04.17,Off My Face,45,Justin Bieber,2021.04.11,16,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.04.24,Savage Love (Laxed - Siren Beat) (BTS Remix),42,"Jawsh 685, Jason Derulo, BTS",2021.04.18,17,2021
MSG워너비 TOP 8 경연곡,2021.04.03,상상더하기,50,"MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein))",2021.03.28,14,2021
최고의 사랑 OST Part 4,2021.05.08,내 손을 잡아,37,아이유 (IU),2021.05.02,19,2021
We Ride,2021.05.15,운전만해 (We Ride),34,브레이브걸스 (Brave Girls),2021.05.09,20,2021
슬기로운 의사생활 시즌2 OST Part 2,2021.05.22,가을 우체국 앞에서,31,김대명,2021.05.16,21,2021
STAYDOM,2021.05.29,ASAP,29,STAYC(스테이씨),2021.05.23,22,2021
Taste of Love,2021.06.05,Alcohol-Free,26,TWICE,2021.05.30,23,2021
시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,2021.06.12,시간을 거슬러 (낮에 뜨는 달 X 케이윌),23,케이윌 (K.Will),2021.06.06,24,2021
항해,2021.05.01,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",39,AKMU (악뮤),2021.04.25,18,2021
Dear OHMYGIRL,2021.06.26,Dun Dun Dance,19,오마이걸 (OH MY GIRL),2021.06.20,26,2021
비가 오는 날엔 (2021),2021.07.03,비가 오는 날엔 (2021),18,헤이즈 (Heize),2021.06.27,27,2021
Rollin`,2021.06.19,롤린 (Rollin`),21,브레이브걸스 (Brave Girls),2021.06.13,25,2021
Bad Habits,2021.07.10,Bad Habits,15,Ed Sheeran,2021.07.04,28,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.24,좋아좋아,11,조정석,2021.07.18,30,2021
OHAYO MY NIGHT,2021.07.31,OHAYO MY NIGHT,10,"디핵 (D-Hack), PATEKO(파테코)",2021.07.25,31,2021
DUMB DUMB,2021.08.07,DUMB DUMB,8,전소미,2021.08.01,32,2021
HAPPEN,2021.07.17,헤픈 우연,13,헤이즈 (Heize),2021.07.11,29,2021
Queendom - The 6th Mini Album,2021.08.21,Queendom,5,레드벨벳(Red Velvet),2021.08.15,34,2021
Next Level,2021.08.28,Next Level,3,aespa,2021.08.22,35,2021
Weekend,2021.08.14,Weekend,7,태연 (TAEYEON),2021.08.08,33,2021
신호등,2021.09.04,신호등,2,이무진,2021.08.29,36,2021
취기를 빌려 (취향저격 그녀 X 산들) OST,2021.03.06,취기를 빌려 (취향저격 그녀 X 산들),62,산들,2021.02.28,10,2021
슬기로운 의사생활 시즌2 OST Part 9,2021.03.13,회상,59,정경호,2021.03.07,11,2021
두 번째 `고백`,2021.03.20,고백,56,10cm,2021.03.14,12,2021
Love poem,2021.03.27,Blueming,54,아이유 (IU),2021.03.21,13,2021
비 오는 날 듣기 좋은 노래,2021.04.10,비 오는 날 듣기 좋은 노래 (Feat. Colde),48,에픽하이 (EPIK HIGH),2021.04.04,15,2021
Hate that...,2021.04.17,Hate that... (Feat. 태연),46,키 (KEY),2021.04.11,16,2021
THE ALBUM,2021.04.24,Lovesick Girls,43,BLACKPINK,2021.04.18,17,2021
멜로디,2021.04.03,멜로디,51,ASH ISLAND,2021.03.28,14,2021
Fresh Adventure,2021.05.08,상상더하기,38,라붐 (LABOUM),2021.05.02,19,2021
4U : OUTSIDE,2021.05.15,Outsider,35,비투비 (BTOB),2021.05.09,20,2021
슬기로운 의사생활 시즌2 OST Part 8,2021.05.22,여전히 아름다운지,32,세븐틴,2021.05.16,21,2021
안녕 (Hello) - Special Album,2021.05.29,안녕 (Hello),30,조이 (JOY),2021.05.23,22,2021
하루만 더,2021.06.05,하루만 더,27,빅마마 (BigMama),2021.05.30,23,2021
Celebrity,2021.06.12,Celebrity,24,아이유 (IU),2021.06.06,24,2021
밤하늘의 별을(2020),2021.05.01,밤하늘의 별을(2020),40,경서,2021.04.25,18,2021
Dynamite,2021.06.26,Dynamite,20,방탄소년단,2021.06.20,26,2021
Dear OHMYGIRL,2021.07.03,Dun Dun Dance,19,오마이걸 (OH MY GIRL),2021.06.27,27,2021
5th Album `LILAC`,2021.06.19,라일락,22,아이유 (IU),2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,16,이무진,2021.07.04,28,2021
Butter,2021.07.24,Butter,12,방탄소년단,2021.07.18,30,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.31,좋아좋아,11,조정석,2021.07.25,31,2021
Butter / Permission to Dance,2021.08.07,Permission to Dance,9,방탄소년단,2021.08.01,32,2021
Justice,2021.07.17,"Peaches (Feat. Daniel Caesar, Giveon)",14,Justin Bieber,2021.07.11,29,2021
NEXT EPISODE,2021.08.21,낙하 (with 아이유),6,AKMU (악뮤),2021.08.15,34,2021
MSG워너비 1집,2021.08.28,바라만 본다,4,MSG워너비(M.O.M),2021.08.22,35,2021
DUMB DUMB,2021.08.14,DUMB DUMB,8,전소미,2021.08.08,33,2021
Stay,2021.09.11,Stay,1,"The Kid LAROI, Justin Bieber",2021.09.05,37,2021
Next Level,2021.09.04,Next Level,3,aespa,2021.08.29,36,2021
Speak Your Mind (Deluxe),2021.03.06,2002,63,Anne-Marie,2021.02.28,10,2021
NONSTOP,2021.03.13,Dolphin,60,오마이걸 (OH MY GIRL),2021.03.07,11,2021
추억은 만남보다 이별에 남아,2021.03.20,추억은 만남보다 이별에 남아,57,정동하,2021.03.14,12,2021
취기를 빌려 (취향저격 그녀 X 산들) OST,2021.03.27,취기를 빌려 (취향저격 그녀 X 산들),55,산들,2021.03.21,13,2021
Love poem,2021.04.10,Blueming,49,아이유 (IU),2021.04.04,15,2021
`키스 먼저 할까요?` OST Part 3,2021.04.17,"모든 날, 모든 순간 (Every day, Every Moment)",47,폴킴,2021.04.11,16,2021
Justice,2021.04.24,Off My Face,44,Justin Bieber,2021.04.18,17,2021
5th Album 'LILAC',2021.04.03,어푸 (Ah puh),52,아이유 (IU),2021.03.28,14,2021
THE ALBUM,2021.05.08,Lovesick Girls,39,BLACKPINK,2021.05.02,19,2021
항해,2021.05.15,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",36,AKMU (악뮤),2021.05.09,20,2021
사이렌 Remix,2021.05.22,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",33,호미들,2021.05.16,21,2021
안녕 (Hello) - Special Album,2021.05.29,안녕 (Hello),31,조이 (JOY),2021.05.23,22,2021
하루만 더,2021.06.05,하루만 더,28,빅마마 (BigMama),2021.05.30,23,2021
Celebrity,2021.06.12,Celebrity,25,아이유 (IU),2021.06.06,24,2021
Savage Love (Laxed - Siren Beat) (BTS Remix),2021.05.01,Savage Love (Laxed - Siren Beat) (BTS Remix),41,"Jawsh 685, Jason Derulo, BTS",2021.04.25,18,2021
5th Album `LILAC`,2021.06.26,라일락,21,아이유 (IU),2021.06.20,26,2021
Dynamite,2021.07.03,Dynamite,20,방탄소년단,2021.06.27,27,2021
다정히 내 이름을 부르면 (경서예지 x 전건호),2021.06.19,다정히 내 이름을 부르면,23,"경서예지, 전건호",2021.06.13,25,2021
슬기로운 의사생활 시즌2 OST Part 1,2021.07.10,비와 당신,17,이무진,2021.07.04,28,2021
Bad Habits,2021.07.24,Bad Habits,13,Ed Sheeran,2021.07.18,30,2021
슬기로운 의사생활 시즌2 OST Part 5,2021.07.31,좋아좋아,12,조정석,2021.07.25,31,2021
Butter / Permission to Dance,2021.08.07,Permission to Dance,10,방탄소년단,2021.08.01,32,2021
Justice,2021.07.17,"Peaches (Feat. Daniel Caesar, Giveon)",15,Justin Bieber,2021.07.11,29,2021
NEXT EPISODE,2021.08.21,낙하 (with 아이유),7,AKMU (악뮤),2021.08.15,34,2021
Weekend,2021.08.28,Weekend,5,태연 (TAEYEON),2021.08.22,35,2021
DUMB DUMB,2021.08.14,DUMB DUMB,9,전소미,2021.08.08,33,2021
신호등,2021.09.11,신호등,2,이무진,2021.09.05,37,2021
MSG워너비 1집,2021.09.04,바라만 본다,4,MSG워너비(M.O.M),2021.08.29,36,2021
Stay,2021.09.18,Stay,1,"The Kid LAROI, Justin Bieber",2021.09.12,38,2021
LALISA,2021.03.06,LALISA,64,리사 (LISA),2021.02.28,10,2021
추억은 만남보다 이별에 남아,2021.03.13,추억은 만남보다 이별에 남아,61,정동하,2021.03.07,11,2021
멜로디,2021.03.20,멜로디,58,ASH ISLAND,2021.03.14,12,2021
MAP OF THE SOUL : PERSONA,2021.03.27,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),56,방탄소년단,2021.03.21,13,2021
내일은 미스터트롯 우승자 특전곡,2021.04.10,이제 나만 믿어요,50,임영웅,2021.04.04,15,2021
Fresh Adventure,2021.04.17,상상더하기,48,라붐 (LABOUM),2021.04.11,16,2021
슬기로운 의사생활 시즌2 OST Part 8,2021.04.24,여전히 아름다운지,45,세븐틴,2021.04.18,17,2021
Listen (Deluxe),2021.04.03,Hey Mama (Feat. Nicki Minaj & Afrojack),53,David Guetta,2021.03.28,14,2021
We Ride,2021.05.08,운전만해 (We Ride),40,브레이브걸스 (Brave Girls),2021.05.02,19,2021
사이렌 Remix,2021.05.15,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",37,호미들,2021.05.09,20,2021
